price,volume,hour,date,side
135511.96,0.30000000,14,2019-12-14,buy
135571.16,0.05900960,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00737620,14,2019-12-14,sell
135571.16,0.00516334,14,2019-12-14,sell
135571.16,0.01475231,14,2019-12-14,sell
135571.16,0.00737616,14,2019-12-14,sell
135571.16,0.00040245,14,2019-12-14,sell
135571.16,0.00073762,14,2019-12-14,sell
135571.16,0.05354892,14,2019-12-14,sell
136349.22,0.02009774,14,2019-12-14,sell
135635.08,0.00115000,14,2019-12-14,buy
136506.45,0.02197698,14,2019-12-14,sell
135735.79,0.03628561,14,2019-12-14,buy
136554.65,0.00073231,14,2019-12-14,sell
135815.35,0.00796578,14,2019-12-14,buy
136402.06,0.00211886,14,2019-12-14,sell
136402.06,0.00223038,14,2019-12-14,sell
136402.06,0.00136915,14,2019-12-14,sell
136402.06,0.00119579,14,2019-12-14,sell
136402.06,0.00256494,14,2019-12-14,sell
136402.07,0.07622171,14,2019-12-14,sell
136402.08,0.00108670,14,2019-12-14,sell
136402.08,0.00031783,14,2019-12-14,sell
136402.09,0.80845944,14,2019-12-14,sell
136425.56,1.09724162,14,2019-12-14,sell
135585.56,0.00218331,14,2019-12-14,buy
136577.03,1.11262887,14,2019-12-14,sell
136592.09,0.08265977,14,2019-12-14,sell
136592.10,0.75955917,14,2019-12-14,sell
136589.26,0.00183030,14,2019-12-14,sell
135960.93,0.01332726,14,2019-12-14,buy
135941.86,0.06295491,14,2019-12-14,buy
135941.85,0.03704509,14,2019-12-14,buy
136300.00,0.00022010,14,2019-12-14,sell
136299.76,0.00007337,14,2019-12-14,sell
136300.00,0.02567865,14,2019-12-14,sell
135939.55,0.05146356,14,2019-12-14,buy
135939.54,0.02666468,14,2019-12-14,buy
136299.68,0.00660310,14,2019-12-14,sell
136199.99,0.00428267,14,2019-12-14,sell
136199.98,0.02421641,14,2019-12-14,sell
136199.99,0.01983646,14,2019-12-14,sell
135954.84,0.00074036,14,2019-12-14,buy
135956.60,0.00509681,14,2019-12-14,buy
136199.99,0.00734214,14,2019-12-14,sell
135961.75,0.04935165,14,2019-12-14,buy
136199.99,0.00211454,14,2019-12-14,sell
136199.99,0.03671072,14,2019-12-14,sell
136199.99,0.00734251,14,2019-12-14,sell
136199.99,0.01101322,14,2019-12-14,sell
135964.16,0.00093827,14,2019-12-14,buy
136199.99,0.00804076,15,2019-12-14,sell
136214.99,0.00664280,15,2019-12-14,sell
136215.00,0.01468267,15,2019-12-14,sell
135964.16,0.00009153,15,2019-12-14,buy
136215.00,0.00367067,15,2019-12-14,sell
136215.00,0.00009221,15,2019-12-14,sell
135961.75,0.00508765,15,2019-12-14,buy
135964.17,0.00057000,15,2019-12-14,buy
136214.99,0.00283133,15,2019-12-14,sell
136215.00,0.00367067,15,2019-12-14,sell
136214.99,0.02010004,15,2019-12-14,sell
136214.99,0.01660438,15,2019-12-14,buy
136214.99,0.01747830,15,2019-12-14,buy
136214.99,0.00087730,15,2019-12-14,buy
136012.00,0.00263157,15,2019-12-14,buy
136214.88,0.00743624,15,2019-12-14,sell
136214.88,0.00646629,15,2019-12-14,sell
136214.88,0.00743624,15,2019-12-14,sell
136214.89,0.00068526,15,2019-12-14,sell
136012.00,0.00277325,15,2019-12-14,buy
