price,volume,hour,date,side
135568.00,0.00746829,21,2019-12-14,sell
135568.99,0.02311484,21,2019-12-14,sell
135569.00,0.03000000,21,2019-12-14,sell
135570.00,0.03000000,21,2019-12-14,sell
135571.00,0.01967331,21,2019-12-14,sell
135572.00,0.03000000,21,2019-12-14,sell
135573.00,0.03000000,21,2019-12-14,sell
135574.00,0.03000000,21,2019-12-14,sell
135574.85,0.27095452,21,2019-12-14,sell
135574.85,0.28521528,21,2019-12-14,sell
135574.86,0.31237864,21,2019-12-14,sell
135574.87,0.31237864,21,2019-12-14,sell
135575.00,0.01998609,21,2019-12-14,sell
135574.99,0.00044256,21,2019-12-14,sell
135126.26,0.00127303,21,2019-12-14,buy
135174.82,0.00744623,21,2019-12-14,buy
135223.93,0.00859174,21,2019-12-14,buy
135574.98,0.00014716,21,2019-12-14,sell
135575.00,0.00575363,21,2019-12-14,sell
135133.65,0.00223455,21,2019-12-14,buy
135168.68,0.00680000,21,2019-12-14,buy
135575.00,0.00055276,21,2019-12-14,sell
135048.41,0.10930400,21,2019-12-14,buy
135575.00,0.00370752,21,2019-12-14,sell
135576.00,0.02778722,21,2019-12-14,sell
135576.98,0.03000000,21,2019-12-14,sell
135576.99,0.03000000,21,2019-12-14,sell
135577.00,0.03000000,21,2019-12-14,sell
135578.00,0.03000000,21,2019-12-14,sell
135579.00,0.03000000,21,2019-12-14,sell
135580.00,0.01000000,21,2019-12-14,sell
135677.25,0.06018661,21,2019-12-14,sell
134924.85,0.00430807,0,2019-12-15,sell
134924.89,0.05868994,0,2019-12-15,sell
134922.74,0.00307720,0,2019-12-15,sell
134922.76,0.00433445,0,2019-12-15,sell
134920.52,0.01439366,0,2019-12-15,sell
134145.98,0.00146282,0,2019-12-15,buy
134146.11,0.00200000,0,2019-12-15,buy
134918.55,0.04298890,0,2019-12-15,sell
134917.98,0.01431696,0,2019-12-15,sell
134915.15,0.00067494,0,2019-12-15,sell
134915.02,0.00539784,0,2019-12-15,sell
134912.53,0.00063004,0,2019-12-15,sell
134248.79,0.01016577,0,2019-12-15,buy
135206.32,0.00147922,0,2019-12-15,sell
134500.00,0.00551939,0,2019-12-15,buy
135206.02,0.03919910,0,2019-12-15,sell
135204.69,0.05032713,0,2019-12-15,sell
134330.93,0.01000000,0,2019-12-15,buy
134334.72,0.17347843,0,2019-12-15,buy
134334.72,0.03552668,0,2019-12-15,buy
134334.68,0.17347843,0,2019-12-15,buy
134334.67,0.03383491,0,2019-12-15,buy
134334.67,0.03383491,0,2019-12-15,buy
134250.01,0.21546309,0,2019-12-15,buy
134334.88,0.07454616,0,2019-12-15,buy
134334.87,0.07454616,0,2019-12-15,buy
134334.87,0.01322655,0,2019-12-15,buy
134334.86,0.04678460,0,2019-12-15,buy
134903.10,0.02594455,0,2019-12-15,sell
134864.23,0.01853716,0,2019-12-15,sell
134914.06,0.00074121,0,2019-12-15,sell
134913.59,0.00741215,0,2019-12-15,sell
134300.80,0.00252930,0,2019-12-15,buy
135199.14,0.01849124,0,2019-12-15,sell
135197.58,0.00739658,0,2019-12-15,sell
135197.28,0.11834558,0,2019-12-15,sell
135196.44,0.00281072,0,2019-12-15,sell
134250.01,0.00022493,0,2019-12-15,buy
134250.01,0.00280500,0,2019-12-15,buy
134307.00,0.02680427,0,2019-12-15,buy
134250.00,0.00148976,0,2019-12-15,buy
134144.95,0.00149093,0,2019-12-15,buy
134000.05,0.02026322,0,2019-12-15,buy
134000.05,0.00680648,0,2019-12-15,buy
134098.62,0.01488351,0,2019-12-15,buy
134098.62,0.01566685,0,2019-12-15,buy
134098.62,0.01492084,0,2019-12-15,buy
134098.62,0.01492084,0,2019-12-15,buy
134098.61,0.04010796,0,2019-12-15,buy
135125.41,0.00370027,0,2019-12-15,sell
134060.16,0.00304343,0,2019-12-15,buy
134060.16,0.00289126,0,2019-12-15,buy
134060.16,0.00292005,0,2019-12-15,buy
134060.16,0.00114526,0,2019-12-15,buy
134745.28,0.00148428,0,2019-12-15,sell
134719.40,0.00742284,0,2019-12-15,sell
134632.46,0.00742763,0,2019-12-15,sell
134754.32,0.01484182,0,2019-12-15,sell
134180.85,0.00416117,1,2019-12-15,buy
134180.85,0.00438018,1,2019-12-15,buy
134180.85,0.00417164,1,2019-12-15,buy
134180.84,0.06230089,1,2019-12-15,buy
134379.56,0.00100000,1,2019-12-15,buy
135067.72,0.09624802,1,2019-12-15,sell
134150.92,0.00103697,1,2019-12-15,buy
134792.20,0.00020031,1,2019-12-15,sell
135122.20,0.00282522,1,2019-12-15,sell
134915.87,0.02742450,1,2019-12-15,sell
134874.72,0.00089921,1,2019-12-15,buy
134816.81,0.01461242,1,2019-12-15,sell
134838.90,0.03337316,1,2019-12-15,sell
134287.69,0.03428264,1,2019-12-15,buy
134287.69,0.03256851,1,2019-12-15,buy
134287.69,0.03265013,1,2019-12-15,buy
134287.47,0.01500000,1,2019-12-15,buy
134287.57,0.00562000,1,2019-12-15,buy
134287.68,0.00294623,1,2019-12-15,sell
134287.68,0.01235519,1,2019-12-15,sell
134287.68,0.01173743,1,2019-12-15,sell
134287.68,0.00372956,1,2019-12-15,sell
134253.84,0.00075400,1,2019-12-15,buy
134850.45,0.00741562,1,2019-12-15,sell
134845.38,0.03707951,1,2019-12-15,sell
134318.88,0.01587778,1,2019-12-15,buy
134318.88,0.01508389,1,2019-12-15,buy
134318.88,0.01529234,1,2019-12-15,buy
134318.88,0.01529234,1,2019-12-15,buy
134318.87,0.29750168,1,2019-12-15,buy
134774.69,0.02819520,1,2019-12-15,sell
134211.32,0.03749843,1,2019-12-15,buy
134211.39,0.00912804,1,2019-12-15,buy
134211.39,0.00587133,1,2019-12-15,buy
134729.84,0.10135538,1,2019-12-15,sell
134855.65,0.04704590,1,2019-12-15,sell
134187.44,0.01875255,1,2019-12-15,buy
134793.73,0.00519312,1,2019-12-15,sell
134633.66,0.00292609,1,2019-12-15,sell
134146.64,0.00171674,1,2019-12-15,buy
134146.64,0.00180709,1,2019-12-15,buy
134146.64,0.00899657,1,2019-12-15,buy
